/en/news/making-magic/bringing-the-thunder-part-1	Bringing the Thunder, Part 1	https://magic.wizards.com/en/news/making-magic/bringing-the-thunder-part-1	1	config="fan"
/en/news/making-magic/bringing-the-thunder-part-2	Bringing the Thunder, Part 2	https://magic.wizards.com/en/news/making-magic/bringing-the-thunder-part-2	2	config="fan"
/en/news/making-magic/building-foundations-something-new	Building Foundations: Something New	https://magic.wizards.com/en/news/making-magic/building-foundations-something-new	6	config="fan"
/en/news/making-magic/building-foundations-something-old	Building Foundations: Something Old	https://magic.wizards.com/en/news/making-magic/building-foundations-something-old	4	config="fan"
/en/news/making-magic/city-highlights-part-1	City Highlights, Part 1	https://magic.wizards.com/en/news/making-magic/city-highlights-part-1	1	config="fan"
/en/news/making-magic/creed-is-good	Creed Is Good	https://magic.wizards.com/en/news/making-magic/creed-is-good	3	config="fan"
/en/news/making-magic/design-files-odyssey-part-1	Design Files: Odyssey, Part 1	https://magic.wizards.com/en/news/making-magic/design-files-odyssey-part-1	9	config="fan"
/en/news/making-magic/design-files-odyssey-part-2	Design Files: Odyssey, Part 2	https://magic.wizards.com/en/news/making-magic/design-files-odyssey-part-2	1	config="fan"
/en/news/making-magic/design-files-odyssey-part-3	Design Files: Odyssey, Part 3	https://magic.wizards.com/en/news/making-magic/design-files-odyssey-part-3	1	config="fan"
/en/news/making-magic/design-files-tempest-part-1	Design Files: Tempest, Part 1	https://magic.wizards.com/en/news/making-magic/design-files-tempest-part-1	2	config="fan"
/en/news/making-magic/design-files-urzas-destiny-part-1	Design Files: Urza's Destiny, Part 1	https://magic.wizards.com/en/news/making-magic/design-files-urzas-destiny-part-1	5	config="fan"
/en/news/making-magic/design-files-urzas-destiny-part-2	Design Files: Urza's Destiny, Part 2	https://magic.wizards.com/en/news/making-magic/design-files-urzas-destiny-part-2	4	config="fan"
/en/news/making-magic/design-files-urzas-destiny-part-3	Design Files: Urza's Destiny, Part 3	https://magic.wizards.com/en/news/making-magic/design-files-urzas-destiny-part-3	7	config="fan",config="hand"
/en/news/making-magic/do-the-math	Do the Math	https://magic.wizards.com/en/news/making-magic/do-the-math	7	config="fan"
/en/news/making-magic/expanding-your-horizons-eldrazi	Expanding Your Horizons: Eldrazi	https://magic.wizards.com/en/news/making-magic/expanding-your-horizons-eldrazi	1	config="fan"
/en/news/making-magic/expanding-your-horizons-energy	Expanding Your Horizons: Energy	https://magic.wizards.com/en/news/making-magic/expanding-your-horizons-energy	2	config="fan"
/en/news/making-magic/going-underground-part-1	Going Underground, Part 1	https://magic.wizards.com/en/news/making-magic/going-underground-part-1	3	config="fan"
/en/news/making-magic/going-underground-part-2	Going Underground, Part 2	https://magic.wizards.com/en/news/making-magic/going-underground-part-2	3	config="fan"
/en/news/making-magic/lessons-learned-part-7	Lessons Learned, Part 7	https://magic.wizards.com/en/news/making-magic/lessons-learned-part-7	1	config="fan"
/en/news/making-magic/looking-back-part-1	Looking Back, Part 1	https://magic.wizards.com/en/news/making-magic/looking-back-part-1	3	config="fan"
/en/news/making-magic/my-words-black	My Words: Black	https://magic.wizards.com/en/news/making-magic/my-words-black	7	config="fan"
/en/news/making-magic/my-words-blue	My Words: Blue	https://magic.wizards.com/en/news/making-magic/my-words-blue	9	config="fan"
/en/news/making-magic/my-words-red	My Words: Red	https://magic.wizards.com/en/news/making-magic/my-words-red	6	config="fan"
/en/news/making-magic/my-words-white	My Words: White	https://magic.wizards.com/en/news/making-magic/my-words-white	9	config="fan"
/en/news/making-magic/only-murders-that-were-building-part-1	Only Murders That We're Building, Part 1	https://magic.wizards.com/en/news/making-magic/only-murders-that-were-building-part-1	2	config="fan"
/en/news/making-magic/stages-of-design	Stages of Design	https://magic.wizards.com/en/news/making-magic/stages-of-design	1	config="fan"
/en/news/making-magic/starting-with-a-good-foundations-part-1	Starting with a Good Foundations, Part 1	https://magic.wizards.com/en/news/making-magic/starting-with-a-good-foundations-part-1	2	config="fan"
/en/news/making-magic/state-of-design-2025	State of Design 2025	https://magic.wizards.com/en/news/making-magic/state-of-design-2025	7	config="fan"
/en/news/making-magic/ten-stories-tall	Ten Stories Tall	https://magic.wizards.com/en/news/making-magic/ten-stories-tall	42	config="fan"
/en/news/making-magic/the-bloom-of-the-burrow-part-1	The Bloom of the Burrow, Part 1	https://magic.wizards.com/en/news/making-magic/the-bloom-of-the-burrow-part-1	10	config="fan"
/en/news/making-magic/the-bloom-of-the-burrow-part-2	The Bloom of the Burrow, Part 2	https://magic.wizards.com/en/news/making-magic/the-bloom-of-the-burrow-part-2	1	config="fan"
/en/news/making-magic/the-challenges-of-making-universes-beyond	The Challenges of Making Universes Beyond	https://magic.wizards.com/en/news/making-magic/the-challenges-of-making-universes-beyond	9	config="fan"
/en/news/making-magic/the-history-of-hybrid-part-1	The History of Hybrid, Part 1	https://magic.wizards.com/en/news/making-magic/the-history-of-hybrid-part-1	4	config="fan"
/en/news/making-magic/the-history-of-hybrid-part-2	The History of Hybrid, Part 2	https://magic.wizards.com/en/news/making-magic/the-history-of-hybrid-part-2	16	config="fan"
/en/news/making-magic/the-history-of-tokens-part-1	The History of Tokens, Part 1	https://magic.wizards.com/en/news/making-magic/the-history-of-tokens-part-1	12	config="fan"
/en/news/making-magic/the-history-of-tokens-part-2	The History of Tokens, Part 2	https://magic.wizards.com/en/news/making-magic/the-history-of-tokens-part-2	18	config="fan"
/en/news/making-magic/the-history-of-tokens-part-3	The History of Tokens, Part 3	https://magic.wizards.com/en/news/making-magic/the-history-of-tokens-part-3	7	config="fan"
/en/news/making-magic/the-three-magic-psychographics	The Three Magic Psychographics	https://magic.wizards.com/en/news/making-magic/the-three-magic-psychographics	2	config="fan"
/en/news/making-magic/third-times-the-charm-part-1	Third Time's the Charm, Part 1	https://magic.wizards.com/en/news/making-magic/third-times-the-charm-part-1	7	config="fan"
/en/news/making-magic/third-times-the-charm-part-2	Third Time's the Charm, Part 2	https://magic.wizards.com/en/news/making-magic/third-times-the-charm-part-2	7	config="fan"
/en/news/making-magic/typal-through-the-years-part-1	Typal Through the Years, Part 1	https://magic.wizards.com/en/news/making-magic/typal-through-the-years-part-1	2	config="fan"
/en/news/making-magic/typal-through-the-years-part-2	Typal Through the Years, Part 2	https://magic.wizards.com/en/news/making-magic/typal-through-the-years-part-2	1	config="fan"
/en/news/making-magic/why-so-many-restrictions	Why So Many Restrictions?	https://magic.wizards.com/en/news/making-magic/why-so-many-restrictions	7	config="fan"
